1250,0,0.3048,71.3,0.00266337,125.951
2000,2,0.2286,71.3,0.00293031,126.896
5000,22.2,0.0254,39.6,0.0229028,118.816
500,3,0.3048,71.3,0.00425727,128.454
630,7.3,0.2286,31.7,0.0132672,126.189
4000,9.9,0.1524,31.7,0.0252785,111.459
200,9.9,0.1524,31.7,0.0252785,127.299
400,5.4,0.1524,39.6,0.00485029,127.637
630,6.7,0.1016,55.5,0.0052139,133.023
2500,12.3,0.1016,71.3,0.0337792,121.318
630,9.5,0.0254,31.7,0.00461377,129.006
1000,0,0.0508,55.5,0.00076193,125.586
1000,0,0.1016,31.7,0.00150092,131.313
3150,0,0.0508,55.5,0.00076193,134.826
1000,0,0.1524,39.6,0.00193287,130.033
800,12.3,0.1016,31.7,0.0418756,120.037
2000,12.3,0.1016,31.7,0.0418756,110.447
400,7.3,0.2286,31.7,0.0132672,130.269
1000,5.4,0.1524,71.3,0.00401199,133.201
1000,12.7,0.0254,71.3,0.0121808,131.698
1600,3,0.3048,31.7,0.00529514,122.088
3150,5.4,0.1524,55.5,0.00433288,121.587
8000,2.7,0.1524,39.6,0.00294804,116.659
800,8.4,0.0508,55.5,0.00544854,128.562
8000,0,0.2286,71.3,0.00214345,118.024
1000,0,0.0508,31.7,0.000812164,126.78
1250,6.7,0.1016,31.7,0.00592927,129.256
800,0,0.2286,39.6,0.00253511,130.205
8000,4.8,0.0254,55.5,0.000873218,132.184
1600,0,0.2286,31.7,0.0027238,125.625
3150,3,0.3048,71.3,0.00425727,121.514
800,19.7,0.0508,39.6,0.036484,119.174
200,19.7,0.0508,39.6,0.036484,125.974
1600,0,0.3048,39.6,0.00310138,124.049
200,7.3,0.2286,39.6,0.0123481,130.989
2000,4,0.3048,71.3,0.00497773,124.395
1250,3,0.3048,39.6,0.00495741,125.802
315,0,0.3048,31.7,0.00331266,122.765
1250,9.9,0.1524,39.6,0.0233328,120.555
2500,3,0.3048,55.5,0.00452492,122.439
1600,12.7,0.0254,71.3,0.0121808,134.528
400,0,0.2286,39.6,0.00253511,123.565
400,22.2,0.0254,39.6,0.0229028,123.416
1000,4,0.2286,39.6,0.00473801,129.969
1600,5.4,0.1524,55.5,0.00433288,130.567
1600,17.4,0.0254,55.5,0.0165706,126.471
5000,15.4,0.0508,31.7,0.0289853,112.355
1250,8.9,0.1016,71.3,0.0103088,132.793
3150,3,0.3048,55.5,0.00452492,120.189
5000,5.3,0.2286,71.3,0.0051942,118.05
500,7.2,0.1524,71.3,0.00752039,132.043
5000,0,0.1524,55.5,0.00172668,125.203
500,0,0.3048,55.5,0.00283081,126.416
400,7.3,0.2286,71.3,0.0104404,139.438
500,7.3,0.2286,39.6,0.0123481,130.299
4000,3,0.3048,55.5,0.00452492,118.689
250,15.4,0.0508,55.5,0.0271925,124.17
2500,8.9,0.1016,71.3,0.0103088,123.623
10000,5.3,0.2286,71.3,0.0051942,111.35
2500,0,0.1524,55.5,0.00172668,127.763
1000,15.4,0.0508,39.6,0.0282593,127.893
3150,7.3,0.2286,71.3,0.0104404,120.458
16000,2.7,0.1524,71.3,0.00243851,110.364
315,12.3,0.1016,31.7,0.0418756,124.717
630,4,0.2286,31.7,0.00509068,130.349
500,12.7,0.0254,71.3,0.0121808,126.898
6300,7.3,0.2286,39.6,0.0123481,110.839
2500,4.8,0.0254,71.3,0.000848633,130.828
2500,6.7,0.1016,71.3,0.00478288,131.458
1600,12.3,0.1016,71.3,0.0337792,124.748
10000,0,0.3048,55.5,0.00283081,113.076
4000,0,0.0254,71.3,0.000400682,138.557
10000,4.8,0.0254,71.3,0.000848633,127.398
16000,0,0.0254,31.7,0.000439472,125.627
5000,4.8,0.0254,39.6,0.000907475,135.426
200,15.4,0.0508,39.6,0.0282593,121.783
500,3,0.3048,31.7,0.00529514,127.548
3150,9.9,0.1524,55.5,0.0208438,115.085
3150,12.3,0.1016,31.7,0.0418756,110.307
1600,12.3,0.1016,31.7,0.0418756,114.477
800,15.4,0.0508,71.3,0.0264269,131.515
8000,0,0.3048,31.7,0.00331266,110.515
500,4.8,0.0254,39.6,0.000907475,116.366
1600,4.8,0.0254,55.5,0.000873218,121.474
250,15.4,0.0508,71.3,0.0264269,124.835
1600,6.7,0.1016,55.5,0.0052139,133.653
1000,0,0.3048,31.7,0.00331266,127.365
800,2,0.2286,71.3,0.00293031,128.216
1600,9.5,0.0254,71.3,0.00420654,133.756
4000,12.3,0.1016,71.3,0.0337792,118.018
800,9.9,0.1524,71.3,0.0193001,128.879
5000,5.3,0.2286,39.6,0.00614329,115.311
800,2.7,0.1524,71.3,0.00243851,127.394
2000,12.3,0.1016,71.3,0.0337792,122.218
2500,8.4,0.0508,39.6,0.00566229,127.465
630,15.4,0.0508,39.6,0.0282593,127.443
6300,9.5,0.0254,39.6,0.00449821,120.324
315,3,0.3048,31.7,0.00529514,123.118
1250,15.4,0.0508,71.3,0.0264269,130.845
800,4.8,0.0254,39.6,0.000907475,120.766
630,9.5,0.0254,55.5,0.0043284,125.452
4000,11.2,0.0508,39.6,0.0150478,115.52
4000,4.8,0.0254,31.7,0.000930789,135.328
630,2.7,0.1524,39.6,0.00294804,125.809
2500,0,0.2286,71.3,0.00214345,128.354
630,3,0.3048,55.5,0.00452492,129.569
630,4,0.3048,39.6,0.00579636,131.073
2000,4,0.3048,39.6,0.00579636,120.963
250,7.3,0.2286,39.6,0.0123481,131.889
630,0,0.1016,39.6,0.00146332,125.401
1250,0,0.0508,71.3,0.000740478,128.56
3150,2,0.2286,31.7,0.00372371,121.527
2500,4,0.3048,71.3,0.00497773,123.775
5000,0,0.0254,71.3,0.000400682,136.837
800,6.7,0.1016,31.7,0.00592927,132.886
500,19.7,0.0508,39.6,0.036484,128.444
2500,3.3,0.1016,39.6,0.00245138,130.791
800,12.7,0.0254,39.6,0.0130253,130.217
2000,3,0.3048,31.7,0.00529514,120.088
3150,15.4,0.0508,31.7,0.0289853,118.045
1000,6.7,0.1016,31.7,0.00592927,131.636
500,22.2,0.0254,71.3,0.0214178,117.967
630,6.7,0.1016,39.6,0.00578076,133.355
2500,17.4,0.0254,39.6,0.0172206,124.154
4000,0,0.0254,39.6,0.000428464,135.346
315,9.9,0.1524,55.5,0.0208438,132.355
1600,0,0.0508,55.5,0.00076193,128.576
6300,7.3,0.2286,55.5,0.0111706,111.534
6300,0,0.1016,39.6,0.00146332,125.631
5000,2,0.2286,31.7,0.00372371,118.267
2500,12.7,0.0254,39.6,0.0130253,129.027
2500,9.9,0.1524,71.3,0.0193001,119.639
1250,7.2,0.1524,71.3,0.00752039,132.513
315,7.3,0.2286,55.5,0.0111706,136.284
1600,4.8,0.0254,39.6,0.000907475,125.966
1000,19.7,0.0508,71.3,0.0341183,121.885
2000,12.3,0.1016,39.6,0.0408268,114.085
8000,0,0.3048,55.5,0.00283081,116.476
800,0,0.1524,31.7,0.00209405,129.117
630,17.4,0.0254,55.5,0.0165706,122.411
6300,8.9,0.1016,39.6,0.0124596,113.11
6300,3.3,0.1016,39.6,0.00245138,120.851
2500,0,0.3048,71.3,0.00266337,125.571
500,2.7,0.1524,39.6,0.00294804,121.009
16000,0,0.0254,55.5,0.00041229,125.683
2000,6.7,0.1016,31.7,0.00592927,120.446
250,0,0.3048,39.6,0.00310138,119.319
8000,4,0.2286,39.6,0.00473801,113.129
5000,17.4,0.0254,71.3,0.016104,123.126
2500,3.3,0.1016,71.3,0.00202822,133.894
3150,12.3,0.1016,55.5,0.0368233,116.914
2000,4,0.2286,55.5,0.0042862,124.254
3150,0,0.3048,31.7,0.00331266,119.135
6300,0,0.3048,39.6,0.00310138,116.229
12500,0,0.0508,39.6,0.000791822,123.988
630,3.3,0.1016,31.7,0.00251435,128.952
1250,9.9,0.1524,55.5,0.0208438,121.635
630,3,0.3048,31.7,0.00529514,128.698
500,15.4,0.0508,71.3,0.0264269,127.285
800,9.9,0.1524,55.5,0.0208438,126.565
500,7.3,0.2286,55.5,0.0111706,133.174
